Broad_Category,Sub_category,Platform,Threat,Link,Description
TrojWare,Trojan-Dropper,Win32,Autoit,https://threats.kaspersky.com/en/threat/Trojan-Dropper.Win32.Autoit/,"['Malicious programs of this family are written in the AutoIt scripting language. This language is used for automating tasks.', 'Main features of AutoIt include:']"
TrojWare,Trojan-Dropper,VBS,Zerolin,https://threats.kaspersky.com/en/threat/Trojan-Dropper.VBS.Zerolin/,['Programs which belong to this Trojan family are written in Visual Basic Script. They are coded to install a range of viruses on victim machines. Malicious programs installed by versions of TrojanDropper.VBS.Zerolin range from primitive key logging programs to multi-functional backdoors and worms.']
TrojWare,Trojan-Dropper,Win32,Checkin,https://threats.kaspersky.com/en/threat/Trojan-Dropper.Win32.Checkin/,"[' is a “downloader” trojan that downloads a given file from a certain site and runs it. The trojan itself is a Windows PE EXE file, written in MS Visual C++.', '\nThe trojan file sizes are of the following approximate sizes:', '\n', '\n “Checkin.a”:  50Kb', '\n “Checkin.b”:  45Kb', '\nThe trojan EXE file does not copy itself to any directory but creates a system registry auto-run key: ', '\nIt seems that the trojan program should be completed by an “installator” that performs all steps for installing the trojan program into the system.', '\nThe trojan program also creates more registry keys:', 'It uses these keys for its ‘internal’ needs.   ', 'Checkin then becomes an active process (this process is visible in the task list), downloads a file from a Web site, stores it on the hard disk using the name ', ' and executes this file. ', '\nThe Web site name and remote file URL can vary. The Checkin trojan downloads this information from another Web site:', 'At these locations the trojan uses the “Checkin.pl” file.']"
TrojWare,Trojan-Dropper,VBS,Asylum,https://threats.kaspersky.com/en/threat/Trojan-Dropper.VBS.Asylum/,"['This Trojan is designed to install other Trojan programs to the victim machine without the knowledge or consent of the user. It is written in Visual Basic Script. The file is 10 796 bytes in size. ', 'When launching, the Trojan unpacks the following file from itself and launches it for execution:', 'This file is 16,384 bytes in size, and will be detected by Kaspersky Anti-Virus as ', 'The Trojan also modifies registry values, resulting in HTA file extensions being hidden, and the icon for My Network Places being changed. ', 'The Trojan will delete %startup%winipc32.hta.', 'It writes startup code for %windir%server.exe to %windir%wininit.ini.', 'If your computer does not have an up-to-date antivirus, or does not have an antivirus solution at all, follow the instructions below to delete the malicious program:']"
TrojWare,Trojan-Dropper,VBS,Agent,https://threats.kaspersky.com/en/threat/Trojan-Dropper.VBS.Agent/,['This family consists of malicious VBScript scripts that are placed in HTML pages and then used for downloading additional software.']
TrojWare,Trojan-Dropper,AndroidOS,Hqwar,https://threats.kaspersky.com/en/threat/Trojan-Dropper.AndroidOS.Hqwar/,['This family consists of malicious apps for Android that are protected by a software packer or obfuscator. These apps install other malware on the user’s system.']
TrojWare,Trojan-Dropper,Win32,Agent,https://threats.kaspersky.com/en/threat/Trojan-Dropper.Win32.Agent/,"['These malicious programs install other malware, which is contained within the program, and run it on an infected computer without the user’s knowledge.']"
TrojWare,Trojan-Dropper,JS,Agent,https://threats.kaspersky.com/en/threat/Trojan-Dropper.JS.Agent/,"['Written in JavaScript, this script contains malware, which it installs and runs on the victim computer.', '\n', '* Percentage among all unique Kaspersky users worldwide attacked by this malware']"
TrojWare,Trojan-Dropper,Java,Xideo,https://threats.kaspersky.com/en/threat/Trojan-Dropper.Java.Xideo/,"['This Trojan is designed to install other Trojan programs to the victim machine without the knowledge or consent of the user. It is written in Java.  The file is 42,155 bytes in size.', 'Once launched, the Trojan extracts the following files from itself, saves them to the Windows temporary directory, and launches them for execution:']"
TrojWare,Trojan-Downloader,Win32,Procexe,https://threats.kaspersky.com/en/threat/Trojan-Downloader.Win32.Procexe/,"['If your computer does not have an up-to-date antivirus, or does not have an antivirus solution at all, follow the instructions below to delete the malicious program:', 'This Trojan downloads other programs via the Internet and launches them on the victim machine without the user’s knowledge or consent.  The program itself is a Windows PE EXE file.  It is 3584 bytes in size. It is written in C++.', 'Once launched, the Trojan checks for security solutions which will block unsanctioned access to the Internet (Outpost Firewall, Zone Alarm and Symantec Internet Security).  If the Trojan detects any of the programs listed above, it will delete itself from the system. ', 'If the Trojan does not detect any security solution, it will download a file from the following link:', '(At the time of writing, this link was not working.)', 'This file will be saved to the Windows temporary directory as “system.exe”:', 'This will be then launched as a hidden process, and the Trojan will delete itself from the system.']"
TrojWare,Trojan-Downloader,Win32,Upatre,https://threats.kaspersky.com/en/threat/Trojan-Downloader.Win32.Upatre/,"['This malware family is characterized by compact size and a narrow range of malicious capabilities. Not larger than 3.5 KB, these Trojans are limited to downloading other malware, most often banking Trojans. For example, malware of the Trojan-Downloader.Win32.Upatre family may download the Dyre Trojan (also known as Dyzap or Dyreza) to the infected computer in order to steal payment credentials from the user of the infected computer.', '\n', '* Percentage among all unique Kaspersky users worldwide attacked by this malware']"
TrojWare,Trojan-Dropper,AndroidOS,Agent,https://threats.kaspersky.com/en/threat/Trojan-Dropper.AndroidOS.Agent/,"['After displaying a false error message, Trojan-Dropper.AndroidOS.Agent installs applications invisibly to the user. These applications are contained in the body of the Trojan and hidden on the system once installed. The applications use advertising as their main monetization method.', '\n', '* Percentage among all unique Kaspersky users worldwide attacked by this malware']"
TrojWare,Trojan-Downloader,Win32,VB,https://threats.kaspersky.com/en/threat/Trojan-Downloader.Win32.VB/,"['The Trojan ensures that hidden files cannot be shown by Explorer.exe by modifying the following system registry key parameters:', 'The Trojan also ensures that file extensions cannot be shown by Explorer.exe by setting the following system registry key parameters:', 'In order to prevent these parameters from being reverted, the Trojan disables “Folder Options” in Explorer.exe by setting the following system registry key parameter:', 'The Trojan then creates a hidden folder called “psador18.dll” in the Windows system directory:', 'The file contains the following email addresses:', 'The Trojan also extracts a rootkit called “psagor18.sys” from its body. This file will be placed in the Trojan’s working directory.  This rootkit includes functions which will hide the presence of the “psador18.dll” and “AHTOMSYS19.exe” files. It also gives the Trojan the highest system privileges, making it impossible to delete the Trojan file or terminate Trojan processes. ', 'When the system is shut down, this file will be deleted, but will be recreated when the system is rebooted. ', 'The Trojan tracks the appearance of windows with the following titles:', 'If the Trojan detects such windows, they will be automatically closed. ', 'The Trojan also looks for flash devices.  If it detects any such devices, the Trojan will copy its body as “CDburn.exe”, and create a file called “autorun.inf” which contains a link to the Trojan’s body.  This ensures that the Trojan file will be automatically launched each time the device is connected.', 'The Trojan also harvests email addresses from the victim machine and sends an email message to them. The email has an empty subject line, and the following contents:']"
TrojWare,Trojan-Downloader,Win32,IstBar,https://threats.kaspersky.com/en/threat/Trojan-Downloader.Win32.IstBar/,"['This is a generic detection for a family of Trojan downloaders. These malicious programs will download a range of other malicious programs from the Internet to the victim machine.', 'Programs from this family may create the following registry values:', 'All programs in this family have an identical way of getting URLs from where they will download additional malicious programs. Every 30 minutes a program from this family will download a file from, for instance, http://www.adzhooter.com/DR_S/gSD.html. This file contains addresses which direct the Trojan to other sites where it can download additional malicious programs:']"
TrojWare,Trojan-Downloader,Win32,Furl,https://threats.kaspersky.com/en/threat/Trojan-Downloader.Win32.Furl/,"['Programs of this family are ZIP archives, which contain shortcuts used for downloading other malicious software.']"
TrojWare,Trojan-Downloader,Win32,Dila,https://threats.kaspersky.com/en/threat/Trojan-Downloader.Win32.Dila/,"['This is a Trojan downloader program. This Trojan downloads other programs via the Internet and launches them on the victim machine without the user’s knowledge or consent. It is a Windows PE EXE file. It is 4,608 bytes in size, and packed using PE Pack. It is written in Assembler.', 'Once launched, the Trojan causes the following error message to be displayed:', 'In spite of the error message, the Trojan will be run on the victim machine.', 'The Trojan downloads the following file from the Internet:', 'It will save this file to the Windows system directory as “drvmmx32.exe”:', 'It then registers this file in the system registry:', 'The downloaded file is then launched for execution.', 'If your computer does not have an up-to-date antivirus, or does not have an antivirus solution at all, follow the instructions below to delete the malicious program:']"
TrojWare,Trojan-Downloader,Win32,Andromeda,https://threats.kaspersky.com/en/threat/Trojan-Downloader.Win32.Andromeda/,"['Andromeda bot. The main functionality of this malware family is downloading of other malware, which is most often used to electronically spy on users and/or steal their banking information.', 'As it runs, Trojan-Downloader.Win32.Andromeda communicates with control servers and receives a set of commands to perform. The bot receives the URLs for downloading other malware from these servers as well. Often the bot is resistant to emulation, which complicates attempts to detect and analyze it. The capabilities of the bot can be expanded via downloadable modules.', '* Percentage among all unique Kaspersky users worldwide who were attacked by this malware', '\xa0']"
TrojWare,Trojan-Downloader,Win32,IMCdown,https://threats.kaspersky.com/en/threat/Trojan-Downloader.Win32.IMCdown/,"['This Trojan downloads files via the Internet without the user’s knowledge or consent. ', 'It is a Windows PE EXE file.  It is written in Borland C++. It has the following components:', 'The Trojan program (X.EXE) attempts to establish a TCP connection to 116.116.199.216:62324 (216.216.216.216:55512). If a connection is not established within 30 seconds, the Trojan will terminate its process.  If a connection is established, the Trojan will create a file called “anyfile.exe” in the current directory, write downloaded data to this file, and then launch the file for execution.  The Trojan will then cease running. ', 'The Trojan uses a ZFTP server on port 12345 to download data. When the client component (CLIENT.EXE) is launched, it sends a broadband request to check port 12345. If the address of the computer where the server component (SERVER.EXE) is installed is given as a command line parameter, then a connection will be established to this machine on the designated port.  Files will then be downloaded from the server. ']"
TrojWare,Trojan-Downloader,Win32,Inflict,https://threats.kaspersky.com/en/threat/Trojan-Downloader.Win32.Inflict/,"['This Trojan downloads files via the Internet without the user’s knowledge or consent.', 'It is a Windows PE EXE file.  It is not packed in any way.  The file is 3584 bytes in size.', 'Once launched, the Trojan waits for the victim machine to connect to the Internet. It then attempts to download a file from http://ice.prohosting.com/free****/sys32sspcr.com. (At the time of writing this link was not working.) The file will be saved to the Windows root directory under its original name. ', 'The downloaded file is then launched for execution.  ', 'In other variants of this Trojan, the path to the file which is downloaded may vary.']"
TrojWare,Trojan-Downloader,Win32,Injecter,https://threats.kaspersky.com/en/threat/Trojan-Downloader.Win32.Injecter/,"['Malware of this family injects code into other operating system processes, and then downloads and installs new malware versions on the victim computer. By injecting code into other processes, the Trojan can hide from anti-virus software or obtain administrator rights.', '* Percentage among all unique Kaspersky users worldwide attacked by this malware']"
TrojWare,Trojan-Downloader,Win32,Geral,https://threats.kaspersky.com/en/threat/Trojan-Downloader.Win32.Geral/,"['This malware deactivates anti-virus software, intercepts the user’s system data, downloads other malware via the Internet and runs it, and also spoofs URLs via the host file: for example, user requests are redirected to a malicious website or the user’s attempts to access a legitimate website are blocked.']"
TrojWare,Trojan-Downloader,Win32,Agent,https://threats.kaspersky.com/en/threat/Trojan-Downloader.Win32.Agent/,['Malicious programs in this family download other malware from remote servers and install it on the infected computer without the user’s knowledge.']
TrojWare,Trojan-Downloader,Win32,Adload,https://threats.kaspersky.com/en/threat/Trojan-Downloader.Win32.Adload/,[]
TrojWare,Trojan-Downloader,VBS,SLoad,https://threats.kaspersky.com/en/threat/Trojan-Downloader.VBS.SLoad/,['This family consists of malicious VBScript scripts that are used for downloading additional malware modules by means of PowerShell. These scripts contain encrypted PowerShell scripts that are subsequently decrypted and passed to PowerShell as arguments.']
TrojWare,Trojan-Downloader,VBS,Agent,https://threats.kaspersky.com/en/threat/Trojan-Downloader.VBS.Agent/,"['Malware of this family consists of a VBS script that downloads and runs new versions of malicious programs on the victim’s computer.', '\n', '* Percentage among all unique Kaspersky users worldwide attacked by this malware']"
TrojWare,Trojan-Downloader,JS,SLoad,https://threats.kaspersky.com/en/threat/Trojan-Downloader.JS.SLoad/,"['This JS script downloads and runs other malware on the victim computer. The downloaded malware is most often ransomware that encrypts user data.', '\n', '* Percentage among all unique Kaspersky users worldwide attacked by this malware']"
TrojWare,Trojan-Downloader,OSX,Flashfake,https://threats.kaspersky.com/en/threat/Trojan-Downloader.OSX.Flashfake/,"['A family of malware for Mac OS X.  The first versions of this type of threat were detected in September 2011. In March 2012 over 600 000 computers worldwide were infected by Flashback. The infected computers were combined in a botnet that enabled cybercriminals to install additional malicious modules on them at will.  One of the modules is known to generate fake search engine results, displaying false results for users and generating profits for cybercriminals via ‘click fraud’. It is quite possible that, in addition to intercepting search engine traffic, cybercriminals can upload other malicious modules to infected computers – e.g. for data theft or spam distribution.', 'A Trojan program that downloads other malicious programs from the Internet and launches them on a victim machine without the user’s knowledge. The program is a Mac OS X (Mach-o) application. It is between 19,384 and 200,876 bytes in size. It is written in C++.', 'Once launched the Trojan attempts to upload additional malicious modules. Every 24 hours the Trojan tries to connect to 30 sites, generating 5 domain names while a further 25 are contained in the body of the malicious program itself. One of those sites (randomly chosen) hosts the botnet’s C&C server as deployed by the cybercriminals. The domains have names such as:', 'The Trojan saves the downloaded modules in the following application folders:', 'The downloaded files can be encrypted with the victim machine’s UUID.', '\nIf loaded successfully, the Trojan sends a notification to its owners at the addresses:']"
TrojWare,Trojan-Downloader,MSOffice,Agent,https://threats.kaspersky.com/en/threat/Trojan-Downloader.MSOffice.Agent/,['This family consists of malicious Microsoft Office documents that download and launch additional malware.']
TrojWare,Trojan-Downloader,JS,Redirector,https://threats.kaspersky.com/en/threat/Trojan-Downloader.JS.Redirector/,"['A JavaScript script that redirects the user to a site from which malware is downloaded and installed on the user’s computer.', '\n', '* Percentage among all unique Kaspersky users worldwide attacked by this malware']"
TrojWare,Trojan-Downloader,JS,Small,https://threats.kaspersky.com/en/threat/Trojan-Downloader.JS.Small/,"['This JS script downloads and runs other malware on the victim computer. This malware is characterized by the small size of the malicious file.', '\n', '* Percentage among all unique Kaspersky users worldwide attacked by this malware']"
TrojWare,Trojan-Downloader,Script,Generic,https://threats.kaspersky.com/en/threat/Trojan-Downloader.Script.Generic/,['Programs of this family are malicious scripts that download and run other malicious software to the user’s system.']
TrojWare,Trojan-Downloader,Java,OpenConnection,https://threats.kaspersky.com/en/threat/Trojan-Downloader.Java.OpenConnection/,"['The malware is a Java class file named “KAVS” and it is a component of a Trojan downloader from the “Trojan-Downloader.Java.OpenConnection” family. This class file is designed to exploit a vulnerability (', '). JDK and JRE up to version 6, 18th update, are vulnerable.', 'The vulnerability appears due to improper verification when executing privileged methods in Java Runtime Environment; this enables the malicious user to execute a random code with a specially modified object, which is a subclass file of the trusted class file. In this case the “KAVS” class file inherits the “getValue()” method of the “Expression” class file. Such inheritance cannot be executed directly from the malicious class file, which is a subclass file of non-privileged “Applet” class file. This way the Trojan is able to use the “getValue()” method to execute its malicious activity.']"
TrojWare,Trojan-Downloader,MSExcel,Cryptoload,https://threats.kaspersky.com/en/threat/Trojan-Downloader.MSExcel.Cryptoload/,"['An XLS or XLSX document containing a script that can be run in Microsoft Excel (Visual Basic for Applications). The scripts contain procedures for downloading and running encryptor malware.', '\n', '* Percentage among all unique Kaspersky users worldwide attacked by this malware']"
TrojWare,Trojan-Downloader,MSOffice,SLoad,https://threats.kaspersky.com/en/threat/Trojan-Downloader.MSOffice.SLoad/,"['This .doc/.docx document contains a script written in VBA (Visual Basic for Applications), which can be run in Microsoft Word. The script contains procedures for establishing a connection as well as downloading, saving, and running a file. The downloaded malware is most often ransomware that encrypts user data.', '\n', '* Percentage among all unique Kaspersky users worldwide attacked by this malware']"
TrojWare,Trojan-Downloader,JS,Miner,https://threats.kaspersky.com/en/threat/Trojan-Downloader.JS.Miner/,"['This Trojan downloads other malicious programs to the victim machine. It is written in Java Script, and is between 1 – 3KB in size. The program code may be encoded using Jscript.Encode.', 'The Trojan downloads and launches other Trojans on the victim machine without the user’s knowledge or consent. In order to do this, it exploits several HTML vulnerabilities: ', '(Exploit.HTML.CodeBaseExec), ', ' (Exploit.HTML.Mht), XMLHTTP è ADODB Stream. Which vulnerability is exploited will depend on the version of the operating system used.']"
TrojWare,Trojan-Downloader,AndroidOS,Agent,https://threats.kaspersky.com/en/threat/Trojan-Downloader.AndroidOS.Agent/,"['Malware of this family downloads other malware or advertising systems. After such programs are downloaded from the Internet, they are run on the device.', '\n', '* Percentage among all unique Kaspersky users worldwide attacked by this malware']"
TrojWare,Trojan-Downloader,JS,Inor,https://threats.kaspersky.com/en/threat/Trojan-Downloader.JS.Inor/,['This family consists of malicious JavaScript scripts that are used for downloading and embedding additional malicious JavaScript code in HTML pages.']
TrojWare,Trojan-Downloader,JS,Iframe,https://threats.kaspersky.com/en/threat/Trojan-Downloader.JS.Iframe/,"['After opening the infected page in the browser, the trojan will try to open the resource located at the following link in the hidden frame:', 'The link did not work when creating the description.']"
TrojWare,Trojan-Downloader,JS,Agent,https://threats.kaspersky.com/en/threat/Trojan-Downloader.JS.Agent/,"['Malware of this family most often consists of an obfuscated script. The malware takes advantage of ADODB.Stream functionality to download and run .dll, .exe, and .pdf files.', '\n', '* Percentage among all unique Kaspersky users worldwide attacked by this malware']"
TrojWare,Trojan-Downloader,BAT,Powedon,https://threats.kaspersky.com/en/threat/Trojan-Downloader.BAT.Powedon/,"['Programs of this family are BAT files that use PowerShell for downloading and running other malicious code.', '\xa0']"
TrojWare,Trojan-Downloader,Acad,Qfas,https://threats.kaspersky.com/en/threat/Trojan-Downloader.Acad.Qfas/,['This family consists of malware that is launched by AutoCAD. This malware is used to download additional malicious modules.']
TrojWare,Trojan-Clicker,Win32,Lopin,https://threats.kaspersky.com/en/threat/Trojan-Clicker.Win32.Lopin/,"['This TrojanClicker is written in Cbuilder.', 'When installed, the Trojan copies itself to the Windows system directory as rundll32.exe and registers this file in the system registry:', 'The Trojan changes the file msblank.htm in the Windows system directory.', '\nOnce altered, masblank.htm contains a link to the site cploving.awmhost.net. The user will always be directed to this site instead of being shown a blank page in Internet Explorer.']"
TrojWare,Trojan-Downloader,JS,Cryptoload,https://threats.kaspersky.com/en/threat/Trojan-Downloader.JS.Cryptoload/,"['Malware of this family most often consists of an obfuscated script. The malware downloads an encryptor to the user’s computer and runs it.', '\n', '* Percentage among all unique Kaspersky users worldwide attacked by this malware']"
TrojWare,Trojan-Clicker,Win32,Mobs,https://threats.kaspersky.com/en/threat/Trojan-Clicker.Win32.Mobs/,"['This Trojan opens a range of URLs without the knowledge or consent of the user.  It is a Windows PE EXE file.  The file is 26,624 bytes in size. It is written in Visual Basic.', 'When launched, the Trojan copies its executable file to the Windows system directory: ', 'In order to ensure that the Trojan is launched automatically each time Windows is restarted, the Trojan registers its executable file in the system registry:', 'The Trojan changes the values of the following system registry keys:', 'Periodically, the Trojan will open the following links in an Internet Explorer window:', 'At the time of writing, these links were not working.', 'If your computer does not have an up-to-date antivirus, or does not have an antivirus solution at all, follow the instructions below to delete the malicious program:']"
TrojWare,Trojan-DDoS,Win32,Nesmed,https://threats.kaspersky.com/en/threat/Trojan-DDoS.Win32.Nesmed/,"['Malware of this family copies its body to the Windows system folder. Once launched, the Trojan sends a large number of requests to the targets indicated in the body of the malware, overwhelming the victim’s servers.', '\n', '* Percentage among all unique Kaspersky users worldwide attacked by this malware']"
TrojWare,Trojan-DDoS,Win32,Kozog,https://threats.kaspersky.com/en/threat/Trojan-DDoS.Win32.Kozog/,"['This is a Win32 DDoS (Distributed Denial of Service attack) Trojan that was distributed by a hacker (or hackers group) in November 2000. The Trojan was sent as an e-mail message with an attached file.', 'The message text and header looks as follows:', ' ——————————————————–', ' ——————————————————–', 'The attached file intends to be displayed as a ZIP archive, but it is a Windows EXE file with the following name:', 'This is Trojan “installer” that will affect a computer if it is run. Because of a “spaces” trick, it will be displayed as a .ZIP file in many cases, which could deceive a user to open it.', 'When the EXE file (Trojan installer) is run, it extracts from itself two more executable files and copies them to the Windows system director with the following names: ', 'Under Win9x and WinNT, these files are then registered in the auto-run sections in different ways: under WinNT, the Trojan registers a SOUNDV.EXE file in the system registry:', 'Under Win9x, the DLL file is registered in the SYSTEM.INI file in the following[boot] section:', 'The Trojan then displays the following fake error message:', '\n', '\n', '(the grammar mistake is left as it is in the Trojan code).', 'The SOUNDV.EXE is the DoS Trojan itself. The MRE.DLL is a small program that just executes the SOUNDV.EXE upon each running. As a result, under both Win9x and WinNT, the SOUNDV.EXE component will be activated.', 'When this file is run (upon the next Windows restart), it will stay active as a hidden application (service), then it enables the auto-dial option in the Internet settings, then performs a DoS attack on the server “kozirog.netissat.net”.']"
TrojWare,Trojan-Clicker,Win32,GreatPage,https://threats.kaspersky.com/en/threat/Trojan-Clicker.Win32.GreatPage/,"['This Trojan will periodically load a designated web page in the Internet browser.  It is a Windows PE EXE file.  The executable file is 36 864 bytes in size. It is written in Visual C++.', 'Once launched, the Trojan copies itself to the Windows system directory as “winsvc32.exe”:', 'It then registers this file in the system registry:', 'This ensures that the Trojan will be launched each time Windows is booted on the victim machine. ', 'Every 30 minutes, the Trojan will open http://www.greatpage.da.ru using the Windows command line. ', 'At the time of writing, no page was placed on this address.\n']"
TrojWare,Trojan-Clicker,Win32,Getfound,https://threats.kaspersky.com/en/threat/Trojan-Clicker.Win32.Getfound/,"['Once launched, the Trojan will open the following link without the user’s knowledge or consent using Internet Explorer. ', 'The Trojan has no other payload, and does not drop any files to the system. ', 'This is a primitive Win32 Trojan.  It is written in Microsoft Visual C++. The file is 22,016 bytes in size. It is not packed in any way. ', 'If your computer does not have an up-to-date antivirus, or does not have an antivirus solution at all, follow the instructions below to delete the malicious program:']"
TrojWare,Trojan-DDoS,Win32,Dest,https://threats.kaspersky.com/en/threat/Trojan-DDoS.Win32.Dest/,"['This program attacks a remote host through a third computer', '\n(Distributed DoS-attack). The server part of this program sends itself via any method to a “victim” computer. When run on a “victim” server, the program waits to connect to the client part.', '\nThe malefactor uses the client part to locate the IP address host, which he then', '\nattacks. At the malefactor’s command, the server part on the “victim” computer sends an IP 60,000-byte packet to the indicated address. If the attacked computer', '\ncontains a mistake in the riding-crop IP, the result crashes the system. In this way, the malefactor remains unnoticed, because it attacks a “victim” computer.']"
TrojWare,Trojan-Clicker,AndroidOS,Fakmod,https://threats.kaspersky.com/en/threat/Trojan-Clicker.AndroidOS.Fakmod/,"['Applications of this family pose as well-known legitimate software. When opened, they inform the user that it is necessary to first download and install an advertising app, or else call a certain number or send an email message to a certain address. After the user complies, the application simply closes.', '\n', '* Percentage among all unique Kaspersky users worldwide attacked by this malware']"
TrojWare,Trojan-Clicker,Win32,Delf,https://threats.kaspersky.com/en/threat/Trojan-Clicker.Win32.Delf/,"['Malware of this family accesses Internet resources without the user’s permission in order to increase website traffic or perform DoS (Denial of Service) attacks. This malware family is unique in that it is written in the Delphi programming language.', '\n', '* Percentage among all unique Kaspersky users worldwide attacked by this malware']"
TrojWare,Trojan-Banker,Win9x,Melder,https://threats.kaspersky.com/en/threat/Trojan-Banker.Win9x.Melder/,"[' is a harmless nonmemory resident parasitic Win32 virus. The virus itself is a Windows PE EXE file, written in Delphi. The virus size is about 46KB.', '\nThe Melder virus infects .EXE files in the Kazaa file sharing network download directory. In case Kazaa is not installed, the virus fails to infect the computer. While infecting the virus writes itself to the beginning of the file (the original file body is moved down before infecting).', '\nThe virus also copies itself to two files in the Windows directory and the Temp subdirectory:', '\nThe virus contains the text string:', '\n                                            ']"
TrojWare,Trojan-Clicker,Win32,Ipons,https://threats.kaspersky.com/en/threat/Trojan-Clicker.Win32.Ipons/,"['This Trojan opens a range of Internet sites without the knowledge or consent of the user.  It is a Windows PE EXE file.  The file is 73,728 bytes in size. It is written in Visual Basic.', 'The Trojan opens the following links without the user’s knowledge or consent.', 'The Trojan is also able to change the Internet Explorer home page, and to download files via the Internet and launch them on the victim machine.']"
